
значение показателя за год
;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;
;;;;;;2,2;2,2;2,2;2,2;;;;;;;;;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;0,7;0,7;0,7;0,7;;;;;;;;;;
Муниципальный район Корткеросский;;;;;;;;;;;;;;;;;;;
Муниципальный район Корткеросский;;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;9;12,9;231,6;;;104,7;102,9;107,7;128,1;132,4;132,4;132,4;135,2;148,9;156,4;156,5;156,5;156,5;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;2;5,4;65;;;101,8;100;104,8;116,7;131,7;131,7;131,7;131,7;132,9;156,4;156,5;156,5;156,5;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;2;5,4;65;;;94,4;95,6;100,4;101,5;115;115;115;115;115,8;114,6;114,7;114,7;114,7;
Сельские поселения Корткеросского района;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;104,7;102,9;107,7;128,1;132,4;132,4;132,4;135,2;148,9;156,4;156,5;156,5;156,5;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;101,8;100;104,8;116,7;131,7;131,7;131,7;131,7;132,9;156,4;156,5;156,5;156,5;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;94,4;95,6;100,4;101,5;115;115;115;115;115,8;114,6;114,7;114,7;114,7;
Богородск;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;7,8;7,8;7,8;7,8;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;7,8;7,8;7,8;7,8;;;;;;;;;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;7,8;7,8;7,8;7,8;;;;;;;;;;
Большелуг;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;6,5;6,5;6,5;6,5;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;6,5;6,5;6,5;6,5;;;;;;;;;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;6,5;6,5;6,5;6,5;;;;;;;;;;
Вомын;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;5,6;5,6;5,6;5,6;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;5,6;5,6;5,6;5,6;;;;;;;;;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;5,6;5,6;5,6;5,6;;;;;;;;;;
Додзь;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;2,1;2,1;2,1;11,3;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;2,1;2,1;2,1;3,6;;;;;;;;;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;2,1;2,1;2,1;3,6;;;;;;;;;;
Керес;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;2,9;2,9;2,9;2,9;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;2,9;2,9;2,9;2,9;;;;;;;;;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;2,9;2,9;2,9;2,9;;;;;;;;;;
Корткерос;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;231,6;;;43,2;41,4;43,4;50,8;132,4;132,4;132,4;135,2;148,9;156,4;156,5;156,5;156,5;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;65;;;43,2;41,4;43,4;50,8;131,7;131,7;131,7;131,7;132,9;156,4;156,5;156,5;156,5;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;65;;;38,6;39,8;41,8;41,4;115;115;115;115;115,8;114,6;114,7;114,7;114,7;
Намск;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;;;2,8;2,8;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;;;2,8;2,8;;;;;;;;;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;;;2,8;2,8;;;;;;;;;;
Маджа;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;0,8;0,8;0,8;0,8;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;0,8;0,8;0,8;0,8;;;;;;;;;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;0,8;0,8;0,8;0,8;;;;;;;;;;
Мордино;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;4,4;4,4;4,4;7,8;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;4,4;4,4;4,4;7,4;;;;;;;;;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;4,4;4,4;4,4;4,4;;;;;;;;;;
Нёбдино;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;6,5;6,5;6,5;6,5;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;4,8;4,8;4,8;4,8;;;;;;;;;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;4,8;4,8;4,8;4,8;;;;;;;;;;
Нившера;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;2,8;2,8;2,8;2,8;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;2,8;2,8;2,8;2,8;;;;;;;;;;
Пезмег;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;1,1;1,1;1,1;1,1;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;1,1;1,1;1,1;1,1;;;;;;;;;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;1,1;1,1;1,1;1,1;;;;;;;;;;
Подъельск;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;2;2;2;2;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;2;2;2;2;;;;;;;;;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;2;2;2;2;;;;;;;;;;
Подтыбок;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;2,6;2,6;2,6;2,6;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;2,1;2,1;2,1;2,1;;;;;;;;;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;2,1;2,1;2,1;2,1;;;;;;;;;;
Позтыкерес;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;2,3;2,3;2,3;2,3;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;1,6;1,6;1,6;1,6;;;;;;;;;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;1,6;1,6;1,6;1,6;;;;;;;;;;
Приозёрный;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;5,4;5,4;5,4;5,4;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;5,4;5,4;5,4;5,4;;;;;;;;;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;5,4;5,4;5,4;5,4;;;;;;;;;;
Сторожевск;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;8,7;8,7;8,7;8,7;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;8,7;8,7;8,7;8,7;;;;;;;;;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;8,7;8,7;8,7;8,7;;;;;;;;;;
Усть-Лэкчим;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;;;;0,4;;;;;;;;;;
Муниципальный район Печора;;;;;;;;;;;;;;;;;;;
Муниципальный район Печора;;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;9;9;9,7;9,7;;87,2;90,7;96,4;97,4;97,9;97,9;97,9;97,9;99,8;101,7;101,7;101,7;102,9;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;2;2,3;2,8;2,8;;87,2;90,7;96,4;97,4;97,9;97,9;97,9;97,9;97,4;99,3;99,3;99,3;100,5;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;2;2,3;2,8;2,8;;42,9;46,4;52,1;51,9;52,4;52,4;52,4;51,9;52;52;53,2;53,2;54,4;
Городские поселения района Печора;;;;;;;;;;;;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;83,2;90,4;96,1;97,1;97,9;97,9;97,9;97,9;99,8;101,7;101,7;101,7;102,9;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;83,2;90,4;96,1;97,1;97,9;97,9;97,9;97,9;97,4;99,3;99,3;99,3;100,5;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;42,9;46,4;52,1;51,9;52,4;52,4;52,4;51,9;52;52;53,2;53,2;54,4;
Печора;;;;;;;;;;;;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;82,4;82,4;86,1;89;89,3;89,3;89,3;89,3;91,7;91,7;91,7;91,7;91,7;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;82,4;82,4;86,1;89;89,3;89,3;89,3;89,3;89,3;89,3;89,3;89,3;89,3;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;42,9;42,9;46,6;49,5;49,5;49,5;49,5;49,5;49,6;49,6;49,6;49,6;49,6;
Кожва;;;;;;;;;;;;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;;7,2;9,2;7,3;7,3;7,3;7,3;7,3;7,3;9,2;9,2;9,2;10,4;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;;7,2;9,2;7,3;7,3;7,3;7,3;7,3;7,3;9,2;9,2;9,2;10,4;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;;3,5;5,5;2,4;2,4;2,4;2,4;2,4;2,4;2,4;3,6;3,6;4,8;
Путеец;;;;;;;;;;;;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;6;6;6,7;6,7;;0,8;0,8;0,8;0,8;1,3;1,3;1,3;1,3;0,8;0,8;0,8;0,8;0,8;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;1;1;1,5;1,5;;0,8;0,8;0,8;0,8;1,3;1,3;1,3;1,3;0,8;0,8;0,8;0,8;0,8;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;1;1;1,5;1,5;;;;;;0,5;0,5;0,5;;;;;;;
Сельские поселения района Печора;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;4;0,3;0,3;0,3;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;4;0,3;0,3;0,3;;;;;;;;;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;;;0,3;;;;;;;;;;;
Кедровый Шор (до 1 января 2013 года);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;0,3;;;;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;0,3;;;;;;;;;;;;;
Озёрный;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;3;3;3;3;;;0,3;0,3;0,3;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;1;1,3;1,3;1,3;;;0,3;0,3;0,3;;;;;;;;;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;1;1,3;1,3;1,3;;;;0,3;;;;;;;;;;;
Соколово (до 1 января 2013 года);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;3,7;;;;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;3,7;;;;;;;;;;;;;
Муниципальный район Прилузский;;;;;;;;;;;;;;;;;;;
Муниципальный район Прилузский;;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;10,6;26,7;25,7;273,5;269,6;271,1;281,9;254,8;242,2;244,4;224,4;224,4;225,9;242,3;244;244,4;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;10,6;25,1;25,7;180,2;176,3;172,7;179,8;143,1;143,1;176,4;152;152;153,4;160,2;161,9;162,3;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;3,6;;140,3;136,4;133,3;139,5;130,2;130,2;141,6;137,2;137,2;138,7;145,4;147,2;147,5;
Сельские поселения Прилузского района;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;273,5;269,6;271,1;281,9;254,8;242,2;244,4;224,4;224,4;225,9;242,3;244;244,4;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;180,2;176,3;172,7;179,8;143,1;143,1;176,4;152;152;153,4;160,2;161,9;162,3;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;140,3;136,4;133,3;139,5;130,2;130,2;141,6;137,2;137,2;138,7;145,4;147,2;147,5;
Ваймес (до  1 января 2017г);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;1,7;1,7;1,7;1,7;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;;;0;;;;;;;;;;;
Верхолузье (до 1 января 2017г);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;0,6;0,6;0,6;0,6;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;;;0;;;;;;;;;;;
Гурьевка;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;1,6;;6,5;6,5;6,5;8,2;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;6,5;6,5;6,5;8,2;;;;;;;;;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;4,9;4,9;4,9;5,8;;;;;;;;;;
Летка;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;3,4;3,4;16,8;16,8;16,8;19,1;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;3,4;3,4;16,8;16,8;16,8;19,1;;;;;;;;;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;13;13;13;15,2;;;;;;;;;;
Лойма;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;4,5;4,5;4,5;4,5;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;4,5;4,5;4,5;4,5;;;;;;;;;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;4,5;4,5;4,5;4,5;;;;;;;;;;
Мутница;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;7,3;7,3;7,3;7,3;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;7,3;7,3;7,3;7,3;;;;;;;;;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;7,3;7,3;7,3;7,3;;;;;;;;;;
Ношуль;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;4,2;2,4;9,5;9,5;9,5;9,5;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;4,2;2,4;9,3;9,3;9,3;9,3;;;;;;;;;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;6,8;6,8;6,8;6,8;;;;;;;;;;
Объячево;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;10,6;10,6;14,5;200,6;196,7;198,2;205;254,8;242,2;244,4;224,4;224,4;225,9;242,3;244;244,4;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;10,6;10,6;14,5;109,8;105,9;102,3;105,4;143,1;143,1;176,4;152;152;153,4;160,2;161,9;162,3;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;84,3;80,4;77,3;80,4;130,2;130,2;141,6;137,2;137,2;138,7;145,4;147,2;147,5;
Слудка.;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;3,6;;3,2;3,2;3,2;3,2;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;3,6;;3,2;3,2;3,2;3,2;;;;;;;;;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;3,6;;2;2;2;2;;;;;;;;;;
Спаспоруб;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;3,4;3,4;3,4;3,4;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;3,4;3,4;3,4;3,4;;;;;;;;;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;3,4;3,4;3,4;3,4;;;;;;;;;;
Черёмуховка;;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;3,3;5,4;10,2;10,2;10,2;10,2;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;3,3;5,4;10,2;10,2;10,2;10,2;;;;;;;;;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;4,9;4,9;4,9;4,9;;;;;;;;;;
Чёрныш (до 1 января 2021 года);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;4,8;4,8;4,8;4,8;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;4,8;4,8;4,8;4,8;;;;;;;;;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;4,8;4,8;4,8;4,8;;;;;;;;;;
Читаево (до 1 января 2017г);;;;;;;;;;;;;;;;;;;
Сельское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;4,4;4,4;4,4;4,4;;;;;;;;;;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;4,4;4,4;4,4;4,4;;;;;;;;;;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;4,4;4,4;4,4;4,4;;;;;;;;;;
Муниципальный район Сосногорск;;;;;;;;;;;;;;;;;;;
Муниципальный район Сосногорск;;;;;;;;;;;;;;;;;;;
Муниципальный район;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;6,9;12,7;81,9;100;100;101;101;101,6;115,8;110,1;117,5;118,7;122,8;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;6,9;11,6;81,9;100;100;101;101;100,6;114,8;109,1;116,5;117,7;119,5;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;6,5;11,2;55,9;46;46;46;46;46;63,8;58;65,5;66,7;66,7;
Городское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;101;;;;;;;
Городские поселения района Сосногорск;;;;;;;;;;;;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;6,5;12,3;81,9;100;100;101;101;101,6;115,8;110,1;117,5;118,7;87,1;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;6,5;11,2;81,9;100;100;101;101;100,6;114,8;109,1;116,5;117,7;83,8;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;6,5;11,2;55,9;46;46;46;46;46;63,8;58;65,5;66,7;65,3;
Сосногорск;;;;;;;;;;;;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;3;7,2;68,1;79,8;79,8;79,8;79,8;80,4;94,2;88,5;35,7;35,7;65,5;
с твердым покрытием;;;;;;;;;;;;;;;;;;;
;;;;;;3;6,1;68,1;79,8;79,8;79,8;79,8;80,4;94,2;88,5;35,7;35,7;63,2;
с усовершенствованным покрытием (цементобетонные, асфальтобетонные и типа асфальтобетона, из щебня и гравия, обработанных вяжущими материалами);;;;;;;;;;;;;;;;;;;
;;;;;;3;6,1;42,1;27,3;27,3;27,3;27,3;27,3;44,4;38,6;1,4;1,4;45,9;
Войвож;;;;;;;;;;;;;;;;;;;
Городское поселение;;;;;;;;;;;;;;;;;;;
всего;;;;;;;;;;;;;;;;;;;
;;;;;;;1,2;5,9;12,3;12,3;12,3;12,3;12,3;11,3;11,3;11,3;11,3;11,3;
